,CUSIP,document_name,pdf_url,CREDIT
20,650348AR,Document1  for the year ended 05/31/2024 (276 KB),https://emma.msrb.org/P11810512-P11387871-P11827551.pdf,ABILENE CHRISTIAN UNIVERSITY
21,650348AR,Document2  for the year ended 05/31/2024 (873 KB),https://emma.msrb.org/P11810512-P11387871-P11827552.pdf,ABILENE CHRISTIAN UNIVERSITY
22,650348AR,Document1 posted 11/25/2024,https://emma.msrb.org/P11810512-P11387871-P11827551.pdf,ABILENE CHRISTIAN UNIVERSITY
23,650348AR,Document2 posted 11/25/2024,https://emma.msrb.org/P11810512-P11387871-P11827552.pdf,ABILENE CHRISTIAN UNIVERSITY
24,650348AR,Document1 posted 11/25/2024Document2 posted 11/25/2024,https://emma.msrb.org/P11810512-P11387871-P11827551.pdf,ABILENE CHRISTIAN UNIVERSITY
25,650348AR,Document2 posted 11/25/2024,https://emma.msrb.org/P11810512-P11387871-P11827552.pdf,ABILENE CHRISTIAN UNIVERSITY
26,006383AU,Annual Financial Disclosures Posted 02/21/2025 for the year ended 06/30/2024 (272 KB),https://emma.msrb.org/P21899035-P21452286-P21900193.pdf,ADAMS STATE UNIVERSITY
27,006383AU,Audited Financial Statements Posted 02/21/2025 for the year ended 06/30/2024 (3 MB),https://emma.msrb.org/P21899033-P21452285-P21900192.pdf,ADAMS STATE UNIVERSITY
28,006383AU,ASU Continuing Disclosures 23-24 for the year ended 06/30/2024 (272 KB),https://emma.msrb.org/P21899035-P21452286-P21900193.pdf,ADAMS STATE UNIVERSITY
29,006383AU,ASU Continuing Disclosures 2023 for the year ended 06/30/2023 (152 KB),https://emma.msrb.org/P11736811-P11335147-P11769774.pdf,ADAMS STATE UNIVERSITY
30,006383AU,ASU Continuing Disclosures Data 21-22 for the year ended 06/30/2022 (190 KB),https://emma.msrb.org/P11651443-P11271963-P11699501.pdf,ADAMS STATE UNIVERSITY
31,006383AU,ASU Continuing Disclosures Data 20-21 for the year ended 06/30/2021 (171 KB),https://emma.msrb.org/P11575723-P11216341-P11637100.pdf,ADAMS STATE UNIVERSITY
32,006383AU,ASU FY24 Financial and Compliance Audit for the year ended 06/30/2024 (3 MB),https://emma.msrb.org/P21899033-P21452285-P21900192.pdf,ADAMS STATE UNIVERSITY
33,006383AU,FY2023 Audited Financial Statements for the year ended 06/30/2023 (7.3 MB),https://emma.msrb.org/P11736801-P11335140-P11769767.pdf,ADAMS STATE UNIVERSITY
34,006383AU,FY22 Financial and Compliance Audit for the year ended 06/30/2022 (2.7 MB),https://emma.msrb.org/P21653218-P21272371-P21699664.pdf,ADAMS STATE UNIVERSITY
35,006383AU,Adams State University for the year ended 06/30/2021 (2.8 MB),https://emma.msrb.org/P21536569-P21187695-P21605695.pdf,ADAMS STATE UNIVERSITY
36,424682KJ,Official Statement - Final OS (1.3 MB),https://emma.msrb.org/ER1223030-ER956838-ER1357830.pdf,ADELPHI UNIVERSITY
37,424682KJ,Audited Financial Statements Posted 12/23/2024 for the year ended 08/31/2024 (544 KB),https://emma.msrb.org/P21876725-P21435730-P21881207.pdf,ADELPHI UNIVERSITY
38,424682KJ,Annual Financial Disclosures Posted 12/23/2024 for the year ended 08/31/2024 (544 KB),https://emma.msrb.org/P21876723-P21435729-P21881206.pdf,ADELPHI UNIVERSITY
39,424682KJ,Interim Financial Disclosures Posted 12/29/2023 (3 KB),https://emma.msrb.org/P11719262-P11321503-P11754694.pdf,ADELPHI UNIVERSITY
40,424682KJ,2024 Audited Financial Statements - Adelphi University for the year ended 08/31/2024 (544 KB),https://emma.msrb.org/P21876725-P21435730-P21881207.pdf,ADELPHI UNIVERSITY
41,424682KJ,2023 Audited Financial Statements - Adelphi University for the year ended 08/31/2023 (265 KB),https://emma.msrb.org/P11718791-P11321155-P11754293.pdf,ADELPHI UNIVERSITY
42,424682KJ,2022 Audited Financial Statements - Adelphi University for the year ended 08/31/2022 (1.5 MB),https://emma.msrb.org/P11645135-P11267142-P11693856.pdf,ADELPHI UNIVERSITY
43,424682KJ,2024 Financial Information and Operating Data - Adelphi University for the year ended 08/31/2024 (544 KB),https://emma.msrb.org/P21876723-P21435729-P21881206.pdf,ADELPHI UNIVERSITY
44,424682KJ,2023 Financial Information and Operating Data - Adelphi University for the year ended 08/31/2023 (665 KB),https://emma.msrb.org/P21763668-P21353718-P21790272.pdf,ADELPHI UNIVERSITY
45,424682KJ,2022 Financial Information and Operating Data - Adelphi University for the year ended 08/31/2022 (1.2 MB),https://emma.msrb.org/P11645138-P11267144-P11693858.pdf,ADELPHI UNIVERSITY
46,424682KJ,Failure to Provide for the year ended 08/31/2023 (3 KB),https://emma.msrb.org/P11719262-P11321503-P11754694.pdf,ADELPHI UNIVERSITY
47,01025QAW,Official Statement (5.8 MB),https://emma.msrb.org/P21492241-P21155721-P21569945.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
48,01025QAW,Assured Guaranty Municipal Corp (AGM) now AG Moody's 08/02/2024 as of 08/02/2024 (72 KB),https://emma.msrb.org/P11780216-P11366240-P11803697.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
49,01025QAW,Assured Guaranty Municipal (AGM) Standard & Poor's 08/01/2024 as of 08/01/2024 (2.9 MB),https://emma.msrb.org/P11778349-P11364983-P11802389.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
50,01025QAW,Assured Guaranty Municipal (AGM) Kroll 08/01/2024 as of 08/01/2024 (41 KB),https://emma.msrb.org/P11777991-P11364625-P11802031.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
51,01025QAW,"Alabama Community College System Moody's Affirmation July 24, 2024 as of 07/24/2024 (49 KB)",https://emma.msrb.org/P21832362-P21404277-P21846280.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
52,01025QAW,"Alabama Community College System Moody's Assignment October 27, 2023 as of 10/27/2023 (169 KB)",https://emma.msrb.org/P21744268-P21339472-P21773993.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
53,01025QAW,Assured Guaranty Municipal Moody's Upgrade 03/18/2022 as of 03/18/2022 (96 KB),https://emma.msrb.org/P11581351-P11220503-P11641732.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
54,01025QAW,Notice Regarding Change of Insurer as of 08/01/2024 (185 KB),https://emma.msrb.org/P11776075-P11363728-P11801110.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
55,01025QAW,Annual Financial Disclosures Posted 06/26/2024 for the year ended 09/30/2023 (645 KB),https://emma.msrb.org/P11762514-P11354284-P11790916.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
56,01025QAW,Audited Financial Statements Posted 06/26/2024 for the year ended 09/30/2023 (980 KB),https://emma.msrb.org/P11762386-P11354193-P11790819.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
57,01025QAW,Interim Financial Disclosures Posted 09/14/2021 (5.8 MB),https://emma.msrb.org/P11526281-P11180304-P11596885.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
58,01025QAW,2023 Annual Report - ACCS for the year ended 09/30/2023 (645 KB),https://emma.msrb.org/P11762514-P11354284-P11790916.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
59,01025QAW,2022 Annual Report-Operating Data - ACCS - Updated for the year ended 09/30/2022 (199 KB),https://emma.msrb.org/P11683461-P11294790-P11725671.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
60,01025QAW,2022 Annual Report-Operating Data - ACCS - Updated for the year ended 09/30/2022 (201 KB),https://emma.msrb.org/P21716724-P21319723-P21752549.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
61,01025QAW,2022 Unaudited Summary of System-wide Financial Statements for the year ended 09/30/2022 (79 KB),https://emma.msrb.org/P11675901-P11289924-P11719662.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
62,01025QAW,2021 Annual Report-Operating Data - ACCS for the year ended 09/30/2022 (200 KB),https://emma.msrb.org/P11675798-P11289862-P11719598.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
63,01025QAW,2021 Unaudited Summary of System-wide Financial Statements for the year ended 09/30/2021 (2.5 MB),https://emma.msrb.org/P21584966-P21223302-P21645352.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
64,01025QAW,2021 Operating Data - ACCS for the year ended 09/30/2021 (186 KB),https://emma.msrb.org/P21584868-P21223246-P21645291.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
65,01025QAW,2023 Audited Financial Statements - ACCS for the year ended 09/30/2023 (980 KB),https://emma.msrb.org/P11762386-P11354193-P11790819.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
66,01025QAW,2021 Combined Audited Financial Statements - ACCS for the year ended 09/30/2021 (3.1 MB),https://emma.msrb.org/P11682521-P11294771-P11724991.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
67,01025QAW,2022 Audited Financial Statement - George Corley Wallace State Community College for the year ended 09/30/2022 (2.8 MB),https://emma.msrb.org/P11675897-P11289922-P11719660.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
68,01025QAW,2022 Audited Financial Statements - Wallace State Community College-Hanceville for the year ended 09/30/2022 (1.6 MB),https://emma.msrb.org/P11675894-P11289920-P11719658.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
69,01025QAW,2022 Audited Financial Statements - George C. Wallace Community College for the year ended 09/30/2022 (1.1 MB),https://emma.msrb.org/P11675892-P11289919-P11719657.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
70,01025QAW,2022 Audited Financial Statements - H. Councill Trenholm State Community College for the year ended 09/30/2022 (1.9 MB),https://emma.msrb.org/P11675889-P11289917-P11719655.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
71,01025QAW,2022 Audited Financial Statements - Southern Union State Community College for the year ended 09/30/2022 (1.9 MB),https://emma.msrb.org/P11675887-P11289916-P11719654.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
72,01025QAW,2022 Audited Financial Information - Snead State Community College for the year ended 09/30/2022 (933 KB),https://emma.msrb.org/P11675883-P11289913-P11719651.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
73,01025QAW,2022 Audited Financial Statements - Shelton State Community College for the year ended 09/30/2022 (1.4 MB),https://emma.msrb.org/P11675880-P11289911-P11719649.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
74,01025QAW,2022 Audited Financial Statement - Reid State Technical College for the year ended 09/30/2022 (1.1 MB),https://emma.msrb.org/P11675876-P11289909-P11719647.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
75,01025QAW,2022 Audited Financial Statements - Northwest-Shoals Community College for the year ended 09/30/2022 (1.3 MB),https://emma.msrb.org/P11675874-P11289908-P11719646.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
76,01025QAW,2022 Audited Financial Statements - Northeast Alabama Community College for the year ended 09/30/2022 (1.1 MB),https://emma.msrb.org/P11675872-P11289907-P11719645.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
77,01025QAW,2022 Audited Financial Statements - Marion Military Institute for the year ended 09/30/2022 (678 KB),https://emma.msrb.org/P11675869-P11289906-P11719643.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
78,01025QAW,2022 Audited Financial Statements - Lurleen B. Wallace Community College for the year ended 09/30/2022 (1.2 MB),https://emma.msrb.org/P11675867-P11289905-P11719642.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
79,01025QAW,2022 Audited Financial Statements - Lawson State Community College for the year ended 09/30/2022 (1.1 MB),https://emma.msrb.org/P11675865-P11289904-P11719641.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
80,01025QAW,2022 Audited Financial Statements - Jefferson State Community College for the year ended 09/30/2022 (2.3 MB),https://emma.msrb.org/P11675861-P11289902-P11719639.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
81,01025QAW,2022 Audited Financial Statements - J.F. Ingram State Technical College for the year ended 09/30/2022 (1.6 MB),https://emma.msrb.org/P11675858-P11289901-P11719638.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
82,01025QAW,2022 Audited Financial Statements - Gadsden State Community College for the year ended 09/30/2022 (1 MB),https://emma.msrb.org/P11675854-P11289899-P11719636.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
83,01025QAW,2022 Audited Financial Statements - Enterprise State Community College for the year ended 09/30/2022 (968 KB),https://emma.msrb.org/P11675852-P11289898-P11719635.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
84,01025QAW,2022 Audited Financial Statements - J. F. Drake State Community and Technical College for the year ended 09/30/2022 (736 KB),https://emma.msrb.org/P11675850-P11289897-P11719634.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
85,01025QAW,"2022 Audited Financial Statements - Chattahoochee Valley Community College, AL for the year ended 09/30/2022 (2.9 MB)",https://emma.msrb.org/P11675848-P11289896-P11719633.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
86,01025QAW,2022 Audited Financial Statements - Coastal Alabama Community College for the year ended 09/30/2022 (716 KB),https://emma.msrb.org/P11675844-P11289894-P11719631.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
87,01025QAW,2022 Audited Financial Statements - Central Alabama Community College for the year ended 09/30/2022 (1.9 MB),https://emma.msrb.org/P11675840-P11289892-P11719629.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
88,01025QAW,2022 Audited Financial Statements - John C. Calhoun Community College for the year ended 09/30/2022 (1.1 MB),https://emma.msrb.org/P11675836-P11289890-P11719627.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
89,01025QAW,2022 Audited Financial Statements - Bevill State Community College for the year ended 09/30/2022 (2.8 MB),https://emma.msrb.org/P11675832-P11289888-P11719625.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
90,01025QAW,2022 Audited Financial Statements - Alabama Technology Network for the year ended 09/30/2022 (1.1 MB),https://emma.msrb.org/P11675830-P11289887-P11719624.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
91,01025QAW,2022 Audited Financial Statements - ACCS for the year ended 09/30/2022 (1 MB),https://emma.msrb.org/P11663251-P11280944-P11709696.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
92,01025QAW,2021 Unaudited Financial Statement - George Corley Wallace State Community College for the year ended 09/30/2021 (431 KB),https://emma.msrb.org/P21584958-P21223297-P21645347.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
93,01025QAW,2021 Audited Financial Statements - Wallace State Community College for the year ended 09/30/2021 (987 KB),https://emma.msrb.org/P21584956-P21223296-P21645346.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
94,01025QAW,2021 Audited Financial Statements - George C. Wallace Community College for the year ended 09/30/2021 (706 KB),https://emma.msrb.org/P21584954-P21223295-P21645345.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
95,01025QAW,2021 Unaudited Financial Statements - Trenholm State Community College for the year ended 09/30/2021 (429 KB),https://emma.msrb.org/P21584952-P21223294-P21645344.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
96,01025QAW,2021 Audited Financial Statements - Southern Union State Community College for the year ended 09/30/2021 (1.7 MB),https://emma.msrb.org/P21584950-P21223293-P21645343.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
97,01025QAW,2021 Unaudited Financial Statement - Snead State Community College for the year ended 09/30/2021 (358 KB),https://emma.msrb.org/P21584947-P21223292-P21645341.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
98,01025QAW,2021 Audited Financial Statements - Shelton State Community College for the year ended 09/30/2021 (731 KB),https://emma.msrb.org/P21584945-P21223291-P21645340.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
99,01025QAW,2021 Unaudited Financial Statement - Reid State Technical College for the year ended 09/30/2021 (434 KB),https://emma.msrb.org/P21584942-P21223289-P21645336.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
100,01025QAW,2021 Audited Financial Statements - Northwest-Shoals Community College for the year ended 09/30/2021 (2 MB),https://emma.msrb.org/P21584940-P21223288-P21645335.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
101,01025QAW,2021 Unaudited Financial Statement - Northeast Alabama Community College for the year ended 09/30/2021 (431 KB),https://emma.msrb.org/P21584938-P21223287-P21645334.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
102,01025QAW,2021 Audited Financial Statements - Marion Military Institute for the year ended 09/30/2021 (627 KB),https://emma.msrb.org/P21584936-P21223286-P21645333.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
103,01025QAW,2021 Audited Financial Statements - Lurleen B. Wallace Community College for the year ended 09/30/2021 (1.4 MB),https://emma.msrb.org/P21584933-P21223284-P21645331.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
104,01025QAW,2021 Unaudited Financial Statement - Lawson State Community College for the year ended 09/30/2021 (432 KB),https://emma.msrb.org/P21584926-P21223280-P21645327.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
105,01025QAW,2021 Audited Financial Statements - Jefferson State Community College for the year ended 09/30/2021 (680 KB),https://emma.msrb.org/P21584922-P21223278-P21645325.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
106,01025QAW,2021 Unaudited Financial Statements - J.F. Ingram State Technical College for the year ended 09/30/2021 (480 KB),https://emma.msrb.org/P21584918-P21223275-P21645321.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
107,01025QAW,2021 Audited Financial Statements - Gadsden State Community College for the year ended 09/30/2021 (2.8 MB),https://emma.msrb.org/P21584916-P21223274-P21645320.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
108,01025QAW,2021 Audited Financial Statements - Enterprise State Community College for the year ended 09/30/2021 (1.2 MB),https://emma.msrb.org/P21584913-P21223273-P21645318.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
109,01025QAW,2021 Audited Financial Statements - J. F. Drake State Community and Technical College for the year ended 09/30/2021 (2.4 MB),https://emma.msrb.org/P21584905-P21223269-P21645314.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
110,01025QAW,2021 Unaudited Financial Statements - Chattahoochee Valley Community College for the year ended 09/30/2021 (424 KB),https://emma.msrb.org/P21584902-P21223267-P21645312.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
111,01025QAW,2021 Audited Financial Statements - Coastal Alabama Community College for the year ended 09/30/2021 (2.6 MB),https://emma.msrb.org/P21584898-P21223265-P21645310.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
112,01025QAW,2021 Audited Financial Statements - Central Alabama Community College for the year ended 09/30/2021 (2.6 MB),https://emma.msrb.org/P21584895-P21223263-P21645308.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
113,01025QAW,2021 Audited Financial Statements - John C. Calhoun Community College for the year ended 09/30/2021 (1.3 MB),https://emma.msrb.org/P21584893-P21223262-P21645307.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
114,01025QAW,2021 Audited Financial Statements - Bishop State for the year ended 09/30/2021 (3.1 MB),https://emma.msrb.org/P21584891-P21223261-P21645306.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
115,01025QAW,2021 Unaudited Financial Statements - Bevill State for the year ended 09/30/2021 (490 KB),https://emma.msrb.org/P21584887-P21223258-P21645303.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
116,01025QAW,2021 Unaudited Financial Statements - Alabama Technology Network for the year ended 09/30/2021 (443 KB),https://emma.msrb.org/P21584883-P21223255-P21645300.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
117,01025QAW,2021 Audited Financial Statements - ACCS for the year ended 09/30/2021 (1 MB),https://emma.msrb.org/P21584877-P21223251-P21645296.pdf,ALABAMA COMMUNITY COLLEGE SYSTEM ACCS ENHANCEMENTS FEE REVENUE - Insured
118,010632PU,Official Statement - FINAL OFFICIAL STATEMENT (1.9 MB),https://emma.msrb.org/P21565675-P21209517-P21630326.pdf,ALABAMA STATE UNIVERSITY - Insured
119,010632PU,"Alabama State University Moody's Outlook January 21, 2025 as of 01/21/2025 (47 KB)",https://emma.msrb.org/P11822421-P11396746-P11837604.pdf,ALABAMA STATE UNIVERSITY - Insured
120,010632PU,"Alabama State University Standard & Poor's Outlook October 16, 2023 as of 10/16/2023 (1.3 MB)",https://emma.msrb.org/P21737693-P21334596-P21768667.pdf,ALABAMA STATE UNIVERSITY - Insured
